0.000000	-0.101786
0.020000	-0.115915
0.040000	-0.013174
0.060000	0.119581
0.080000	0.152724
0.100000	0.053316
0.120000	-0.097310
0.140000	-0.192941
0.160000	-0.156802
0.180000	0.005731
0.200000	0.181780
0.220000	0.253562
0.240000	0.192389
0.260000	0.024699
0.280000	-0.189313
0.300000	-0.340160
0.320000	-0.346854
0.340000	-0.229491
0.360000	-0.039661
0.380000	0.197769
0.400000	0.428609
0.420000	0.572110
0.440000	0.618442
0.460000	0.619931
0.480000	0.584308
0.500000	0.484775
0.520000	0.357728
0.540000	0.273215
0.560000	0.224244
0.580000	0.152396
0.600000	0.067112
0.620000	0.035461
0.640000	0.056246
0.660000	0.052526
0.680000	-0.001614
0.700000	-0.035774
0.720000	0.001029
0.740000	0.048960
0.760000	0.028495
0.780000	-0.037762
0.800000	-0.055239
0.820000	0.008892
0.840000	0.069155
0.860000	0.039785
0.880000	-0.046455
0.900000	-0.084399
0.920000	-0.019790
0.940000	0.080090
0.960000	0.095456
0.980000	0.003384
