0.000000	0.000000
0.010000	-0.000000
0.020000	-0.000000
0.030000	-0.000000
0.040000	0.000000
0.050000	0.000000
0.060000	0.000000
0.070000	-0.000000
0.080000	-0.000000
0.090000	-0.000000
0.100000	0.000000
0.110000	0.000000
0.120000	0.000000
0.130000	-0.000000
0.140000	-0.000000
0.150000	-0.000000
0.160000	0.000000
0.170000	0.000000
0.180000	0.000001
0.190000	-0.000000
0.200000	-0.000002
0.210000	-0.000003
0.220000	-0.000003
0.230000	0.000004
0.240000	0.000016
0.250000	0.000025
0.260000	0.000013
0.270000	-0.000037
0.280000	-0.000123
0.290000	-0.000189
0.300000	-0.000127
0.310000	0.000190
0.320000	0.000797
0.330000	0.001480
0.340000	0.001660
0.350000	0.000445
0.360000	-0.003029
0.370000	-0.008924
0.380000	-0.015832
0.390000	-0.020024
0.400000	-0.015250
0.410000	0.006541
0.420000	0.053465
0.430000	0.131206
0.440000	0.240469
0.450000	0.375232
0.460000	0.522583
0.470000	0.664484
0.480000	0.781169
0.490000	0.855354
0.500000	0.876057
0.510000	0.840974
0.520000	0.756750
0.530000	0.637158
0.540000	0.499811
0.550000	0.362378
0.560000	0.239332
0.570000	0.139934
0.580000	0.067728
0.590000	0.021346
0.600000	-0.003862
0.610000	-0.013987
0.620000	-0.014985
0.630000	-0.011658
0.640000	-0.007242
0.650000	-0.003484
0.660000	-0.001005
0.670000	0.000260
0.680000	0.000670
0.690000	0.000617
0.700000	0.000401
0.710000	0.000190
0.720000	0.000049
0.730000	-0.000018
0.740000	-0.000035
0.750000	-0.000029
0.760000	-0.000016
0.770000	-0.000006
0.780000	-0.000000
0.790000	0.000002
0.800000	0.000002
0.810000	0.000001
0.820000	0.000000
0.830000	0.000000
0.840000	-0.000000
0.850000	-0.000000
0.860000	-0.000000
0.870000	-0.000000
0.880000	0.000000
0.890000	0.000000
0.900000	0.000000
0.910000	0.000000
0.920000	0.000000
0.930000	-0.000000
0.940000	-0.000000
0.950000	-0.000000
0.960000	-0.000000
0.970000	-0.000000
0.980000	0.000000
0.990000	0.000000
